Start Date,End Date,Employer ID,Employer City,Employer State,Number of Slots,Price Paid,Marketplace Value Delivered,Applications,Renewed?
16-Sep-15,15-Sep-16,43766,Colorado Springs,Colorado,15,"$10,740","$3,989",400,0
16-Sep-15,15-Sep-16,42674,na,na,15,"$10,740","$6,760",455,0
16-Sep-15,15-Sep-16,7979,Johnson City,Tennessee,50,"$28,640","$23,354","2,365",1
16-Sep-15,15-Sep-16,43633,Lewisville,Texas,15,"$10,740","$7,235","1,108",1
16-Sep-15,22-Sep-16,37206,Philadelphia,Pennsylvania,75,"$42,960","$41,756","2,664",1
16-Sep-15,15-Sep-16,43628,Cupertino,California,15,"$10,740","$9,361",669,1
16-Sep-15,15-Oct-16,43635,na,na,25,"$21,480","$19,419","1,388",1
16-Sep-15,15-Sep-16,13417,South Florida,Florida,15,"$14,768","$11,432",782,1
16-Sep-15,15-Sep-16,43629,Danvers,Massachusetts,15,"$10,740","$14,138","1,513",1
16-Sep-15,15-Sep-16,43632,na,na,15,"$12,530","$15,171","1,129",1
16-Sep-15,15-Sep-16,43634,Falls Church,Virginia,25,"$21,480","$32,934","2,058",1
15-Sep-15,14-Sep-16,36011,na,na,75,"$40,275",$327,158,1
15-Sep-15,14-Sep-16,43601,na,na,35,"$26,850","$17,717","1,722",1
15-Sep-15,14-Oct-16,43537,Atlanta,Georgia,15,"$10,740","$8,376","1,146",1
15-Sep-15,14-Sep-16,36011,Seattle,Washington State,75,"$40,275","$40,751","2,672",1
15-Sep-15,14-Sep-16,43539,Minneapolis,Minnesota,75,"$42,960","$42,765","4,532",1
15-Sep-15,14-Sep-16,781,na,na,75,"$40,275","$48,226","4,062",0
15-Sep-15,14-Sep-16,43484,na,na,15,"$10,740","$9,384",953,1
15-Sep-15,14-Sep-16,43528,San Jose,California,15,"$11,635","$11,054",637,1
15-Sep-15,14-Sep-16,43493,Miami,Florida,15,"$14,320","$14,887","1,176",1
15-Sep-15,14-Sep-16,43521,Dublin,Co. Dublin,15,"$16,110","$15,621","1,824",1
15-Sep-15,14-Sep-16,464,West Palm Beach,Florida,35,"$22,375","$45,836","2,720",1
15-Sep-15,14-Sep-16,43466,Gulf Breeze,Florida,75,"$40,275","$100,858","6,156",1
15-Sep-15,14-Sep-16,43514,Mundelein,Illinois,35,"$21,480","$65,701","3,694",1
14-Sep-15,13-Sep-16,43527,Gulf Breeze,Florida,15,"$10,740","$8,539",595,1
14-Sep-15,13-Sep-16,43678,Danbury,Connecticut,15,"$10,740","$9,271",929,0
14-Sep-15,13-Sep-16,43424,Fort Wayne,Indiana,15,"$10,740","$10,528","1,006",1
14-Sep-15,13-Sep-16,43636,na,na,15,"$10,740","$13,180","1,508",1
14-Sep-15,13-Sep-16,43504,Wellington,Wellington,15,"$14,320","$13,432","1,048",1
14-Sep-15,13-Sep-16,43426,na,na,15,"$10,740","$13,959",767,1
14-Sep-15,13-Dec-15,42127,Southampton,Pennsylvania,75,"$10,069","$17,896","1,166",0
12-Sep-15,11-Sep-16,43420,Phoenix,Arizona,100,"$53,700","$44,130","3,768",1
12-Sep-15,11-Sep-16,24145,Savage,Maryland,25,"$16,110","$15,133","1,007",1
11-Sep-15,10-Sep-16,43284,Manchester,England,15,"$10,740","$3,274",262,1
11-Sep-15,10-Sep-16,43240,na,na,75,"$40,275","$33,147","2,716",1
11-Sep-15,10-Sep-16,43255,na,na,50,"$26,850","$29,805","2,968",1
11-Sep-15,17-Dec-15,43789,na,na,100,"$17,900","$20,978","1,367",1
11-Sep-15,10-Sep-16,7657,Chicago,Illinois,35,"$21,749","$29,672","2,614",0
11-Sep-15,10-Sep-16,43195,Santa Clara,California,20,"$17,900","$20,932","1,696",0
10-Sep-15,9-Sep-16,43152,New York,New York State,15,"$10,740","$10,849","1,234",0
10-Sep-15,9-Mar-16,14177,na,na,20,"$8,950","$7,369",573,0
9-Sep-15,8-Sep-16,43066,na,na,15,"$13,425","$1,783",101,0
9-Sep-15,8-Sep-16,43075,Redwood City,California,15,"$13,425","$3,815",280,0
9-Sep-15,8-Sep-16,43112,Chalfont,Pennsylvania,15,"$14,320","$6,734",626,1
9-Sep-15,8-Sep-16,43103,na,na,20,"$14,320","$10,230",883,0
9-Sep-15,8-Sep-16,43151,Boston,Massachusetts,50,"$26,850","$29,992","2,045",1
9-Sep-15,8-Sep-16,43106,New York,New York State,15,"$12,530","$10,119","1,260",1
9-Sep-15,8-Sep-16,24246,Miami,Florida,50,"$59,070","$53,960","3,829",1
8-Sep-15,7-Sep-16,41603,Louisville,Kentucky,15,"$10,740","$1,595",185,1
8-Sep-15,7-Sep-16,42984,Santa Clara,California,50,"$26,850","$19,461","2,134",1
8-Sep-15,7-Sep-16,23415,Palo Alto,California,25,"$16,110","$11,307",680,1
8-Sep-15,7-Sep-16,23672,Brookfield,Wisconsin,50,"$26,850","$25,888","1,881",1
8-Sep-15,7-Sep-16,43057,Vancouver,British Columbia,15,"$10,740","$9,496","1,008",1
8-Sep-15,7-Sep-16,24044,Dallas,Texas,100,"$63,769","$75,950","4,623",1
8-Sep-15,7-Sep-16,43069,na,na,15,"$11,635","$18,037","1,638",1
6-Sep-15,5-Sep-16,31363,New Berlin,Wisconsin,50,"$28,998","$36,591","2,309",1
5-Sep-15,4-Sep-16,19886,Hanalei,Hawaii,25,"$17,005","$9,337","1,138",1
5-Sep-15,4-Sep-16,8050,Williamsburg,Virginia,100,"$53,700","$52,262","2,825",1
4-Sep-15,3-Sep-16,42820,na,na,15,"$12,530","$8,090",623,0
4-Sep-15,3-Sep-16,42845,Washington,District of Columbia,125,"$76,075","$75,210","7,121",0
4-Sep-15,3-Sep-16,42872,Newark,New Jersey,15,"$11,635","$10,475","1,423",1
4-Sep-15,3-Sep-16,42873,Santa Clara,California,35,"$21,480","$25,609","2,097",1
4-Sep-15,3-Sep-16,42874,Ottawa,Ontario,15,"$10,740","$11,105",930,1
4-Sep-15,3-Sep-16,23746,Seattle,Washington State,50,"$26,850","$39,564","2,810",1
4-Sep-15,3-Sep-16,42875,Princeton,New Jersey,20,"$17,900","$16,383","1,424",1
4-Sep-15,3-Sep-16,42999,na,na,35,"$21,480","$33,698","1,801",1
4-Sep-15,3-Sep-16,42847,na,na,25,"$21,480","$26,491","2,168",1
4-Sep-15,3-Sep-16,21805,San Francisco,California,25,"$18,795","$32,666","2,225",1
3-Sep-15,2-Sep-16,23711,Gold River,California,25,"$16,781","$12,123",682,0
3-Sep-15,2-Sep-16,779,San Jose,California,50,"$26,850","$25,212","2,227",0
3-Sep-15,2-Sep-16,42839,Atlanta,Georgia,15,"$10,740","$7,860","1,038",1
3-Sep-15,2-Sep-16,23641,na,na,20,"$15,215","$11,033",826,1
3-Sep-15,2-Sep-16,42871,Port Washington,New York State,15,"$10,740","$9,284",813,1
3-Sep-15,2-Sep-16,23253,Wilmington,North Carolina,20,"$13,425","$13,741",976,1
3-Sep-15,2-Sep-16,12954,na,na,25,"$29,535","$23,913","2,044",1
2-Sep-15,1-Sep-16,42840,Vancouver,British Columbia,25,"$16,110","$8,575","1,319",1
2-Sep-15,1-Sep-16,42777,Ottawa,Ontario,75,"$40,275","$25,265","3,293",1
2-Sep-15,1-Sep-16,42681,Houston,Texas,15,"$10,740","$6,762",377,1
2-Sep-15,1-Sep-16,19812,na,na,25,"$16,110","$13,486","1,049",1
2-Sep-15,1-Sep-16,7977,Newcastle West,Co. Limerick,35,"$25,060","$20,876","1,377",1
2-Sep-15,1-Sep-16,22713,Fort Worth,Texas,50,"$34,010","$37,687","2,896",1
2-Sep-15,1-Sep-16,23422,Grand Rapids,Michigan,50,"$29,535","$43,238","3,378",1
2-Sep-15,1-Sep-16,8273,Noida,Uttar Pradesh,25,"$21,480","$27,535","2,119",1
1-Sep-15,30-Aug-16,207,Chicago,Illinois,35,"$19,690","$8,673",815,1
1-Sep-15,23-Apr-16,42067,Louisville,Colorado,50,"$26,850","$11,513",922,0
1-Sep-15,31-Aug-16,42624,Raleigh,North Carolina,15,"$10,740","$6,141",483,0
1-Sep-15,31-Aug-16,42727,Baltimore,Maryland,15,"$10,740","$6,447",475,1
1-Sep-15,31-Dec-16,23720,New Orleans,Louisiana,25,"$22,375","$16,551","1,315",1
1-Sep-15,31-Aug-16,42676,na,na,20,"$14,320","$12,208","1,038",1
1-Sep-15,31-Aug-16,23088,na,na,35,"$24,165","$24,223","1,969",1
1-Sep-15,31-Dec-16,42678,na,na,35,"$35,800","$32,664","2,454",1
1-Sep-15,31-Aug-16,14273,Oakland,California,20,"$14,768","$15,212",888,1
1-Sep-15,30-Aug-16,23572,na,na,50,"$53,700","$38,937","3,165",0
1-Sep-15,31-Aug-16,42671,Austin,Texas,25,"$17,900","$20,117","1,722",1
1-Sep-15,30-Aug-16,7812,Vancouver,British Columbia,25,"$17,900","$23,169","2,545",1
1-Sep-15,31-Aug-16,22763,na,na,25,"$32,936","$30,922","2,030",1
1-Sep-15,31-Aug-16,3153,na,na,20,"$15,215","$25,669","1,916",0
31-Aug-15,30-Aug-16,42456,Houghton,Michigan,15,"$10,740",$489,33,0
31-Aug-15,30-Aug-16,42531,na,na,15,"$10,740","$2,228",177,1
31-Aug-15,30-Aug-16,42484,Chicago,Illinois,15,"$10,740","$5,232",543,1
31-Aug-15,30-Aug-16,42485,Flowood,Mississippi,15,"$10,740","$5,765",358,1
31-Aug-15,30-Aug-16,42455,na,na,15,"$10,740","$5,899",487,1
31-Aug-15,30-Aug-16,42328,Sarasota,Florida,15,"$10,740","$6,750",613,0
31-Aug-15,30-Aug-16,42426,Bensalem,Pennsylvania,15,"$10,740","$6,876",754,0
31-Aug-15,30-Aug-16,42443,na,na,15,"$10,740","$6,896",650,1
31-Aug-15,7-Apr-16,42476,na,na,15,"$13,425","$4,664",300,0
31-Aug-15,7-Feb-16,42473,Denver,Colorado,50,"$26,850","$12,115","1,297",0
31-Aug-15,30-Aug-16,42438,Chicago,Illinois,15,"$10,740","$8,844","1,240",1
31-Aug-15,30-Aug-16,42460,Charlotte,North Carolina,35,"$21,480","$21,499","1,160",1
31-Aug-15,30-Aug-16,42439,na,na,20,"$15,215","$12,820",962,1
31-Aug-15,13-Apr-16,16767,Jacksonville,Florida,50,"$28,640","$20,385","1,153",0
31-Aug-15,30-Aug-16,42499,San Luis Obispo,California,15,"$13,425","$10,839",933,1
31-Aug-15,30-Aug-16,42534,na,na,15,"$14,320","$11,073",654,1
31-Aug-15,30-Aug-16,42495,Dallas,Texas,15,"$12,530","$11,102",825,1
31-Aug-15,25-Dec-15,42448,na,na,20,"$16,110","$4,738",360,0
31-Aug-15,30-Aug-16,42411,na,na,20,"$13,425","$16,497","1,518",1
30-Aug-15,29-Aug-16,401,na,na,25,"$16,110","$2,924",152,1
29-Aug-15,28-Aug-16,36735,Mount Pleasant,South Carolina,100,"$82,340","$64,352","4,605",1
29-Aug-15,28-Aug-16,23420,Lawrenceville,Georgia,25,"$18,795","$16,886","1,075",1
29-Aug-15,28-Aug-16,21453,na,na,35,"$31,325","$33,714","2,379",1
28-Aug-15,27-Aug-16,42324,Brentwood,Tennessee,15,"$10,740","$3,278",234,1
28-Aug-15,27-Aug-16,42287,na,na,15,"$10,740","$4,435",363,0
28-Aug-15,27-Aug-16,42307,Beaverton,Oregon,15,"$10,740","$5,068",374,1
28-Aug-15,27-Feb-16,42315,na,na,75,"$26,850","$17,529","1,411",1
28-Aug-15,27-Aug-16,42323,Newark,New Jersey,20,"$17,900","$9,493","1,061",1
28-Aug-15,27-Aug-16,23202,na,na,25,"$32,220","$12,697","1,479",1
28-Aug-15,27-Aug-16,42330,na,na,15,"$10,740","$9,361",792,1
28-Aug-15,27-Aug-16,42325,na,na,15,"$10,740","$9,975",696,0
28-Aug-15,27-Aug-16,42312,College Park,Maryland,15,"$12,530","$11,346","1,068",1
28-Aug-15,27-Aug-16,42308,na,na,15,"$10,740","$11,458",927,1
28-Aug-15,28-Feb-16,42472,Vancouver,Washington State,50,"$16,110","$20,221","1,717",1
28-Aug-15,27-Aug-16,42319,na,na,25,"$19,690","$21,346","1,576",1
28-Aug-15,27-Aug-16,22093,na,na,20,"$14,320","$20,061","1,241",1
28-Aug-15,27-Aug-16,7792,Niles,Illinois,35,"$23,628","$37,799","2,888",1
28-Aug-15,27-Sep-16,42321,Saskatoon,Saskatchewan,35,"$26,850","$46,620","3,218",1
27-Aug-15,21-Nov-15,42270,London,England,15,"$10,740",$435,24,0
27-Aug-15,26-Dec-15,42295,Salt Lake City,Utah,35,"$7,160","$3,088",240,0
27-Aug-15,26-Aug-16,42778,Annandale,Virginia,25,"$17,900","$8,203",641,0
27-Aug-15,26-Aug-16,42268,Virginia Beach,Virginia,15,"$10,740","$6,319",415,0
27-Aug-15,26-Aug-16,42283,Sunrise,Florida,50,"$26,850","$21,368","1,947",0
27-Aug-15,26-Aug-16,42208,Hartford,Connecticut,15,"$10,740","$6,792",451,1
27-Aug-15,26-Aug-16,42314,Menlo Park,California,50,"$26,850","$23,383","2,004",0
27-Aug-15,26-Aug-16,42273,na,na,35,"$21,480","$18,553","2,178",1
27-Aug-15,26-Aug-16,42224,na,na,25,"$17,900","$13,737","1,113",1
27-Aug-15,26-Aug-16,42219,na,na,20,"$16,110","$12,934",946,0
27-Aug-15,26-Aug-16,14561,na,na,25,"$16,110","$16,612","2,132",1
27-Aug-15,26-Aug-16,42284,London,England,15,"$14,320","$11,164",796,1
27-Aug-15,26-Aug-16,42269,na,na,50,"$30,430","$40,711","3,089",1
27-Aug-15,26-Aug-16,42331,Denver,Colorado,15,"$10,740","$12,354","1,581",0
27-Aug-15,26-Aug-16,42223,Charlottesville,Virginia,20,"$14,320","$23,871","1,901",1
27-Aug-15,26-Aug-16,42320,Pittsburgh,Pennsylvania,15,"$14,320","$20,534","1,191",1
26-Aug-15,25-Aug-16,42080,na,na,15,"$10,740","$3,654",200,1
26-Aug-15,10-Apr-16,42215,Detroit,Michigan,75,"$40,275","$12,703",771,0
26-Aug-15,25-Dec-16,42110,Manila,Manila,50,"$53,700","$14,693","1,350",1
26-Aug-15,25-Aug-16,42220,San Jose,California,15,"$10,740","$7,677",673,0
26-Aug-15,25-Aug-16,42129,Phoenix,Arizona,35,"$21,480","$22,221","1,605",1
26-Aug-15,25-Aug-16,42279,Bartlett,Tennessee,20,"$16,110","$13,126","1,544",0
26-Aug-15,25-Aug-16,42128,Loomis,California,15,"$12,530","$10,395",944,0
26-Aug-15,25-Aug-16,42106,Salinas,California,15,"$13,425","$10,735","1,228",1
26-Aug-15,25-Aug-16,42151,Mississauga,Ontario,35,"$32,220","$39,304","2,639",1
26-Aug-15,25-Aug-16,42147,na,na,15,"$13,425","$12,461","1,108",1
26-Aug-15,25-Aug-16,42126,Atlanta,Georgia,15,"$10,740","$12,553","1,025",1
26-Aug-15,5-Nov-15,42149,Guelph,Ontario,25,"$16,110","$4,235",342,0
25-Aug-15,24-Aug-16,2981,na,na,25,"$17,005","$2,081",112,0
25-Aug-15,24-Aug-16,42042,na,na,15,"$10,740","$2,935",180,0
25-Aug-15,24-Aug-16,42118,Tampa,Florida,15,"$10,740","$3,805",263,1
25-Aug-15,24-Aug-16,22712,Toronto,Ontario,15,"$10,740","$5,580",436,1
25-Aug-15,24-Aug-16,22765,Pittsburgh,Pennsylvania,50,"$30,430","$22,501","2,301",1
25-Aug-15,24-Aug-16,42006,Singapore,0,15,"$10,740","$7,452",728,0
25-Aug-15,24-Aug-16,22908,na,na,100,"$58,175","$50,801","3,635",1
25-Aug-15,24-Aug-16,42119,na,na,20,"$13,425","$10,710","1,212",0
25-Aug-15,24-Dec-16,22769,Westwood,Massachusetts,35,"$26,850","$25,514","2,223",1
25-Aug-15,24-Aug-16,42121,na,na,15,"$10,740","$8,268",541,1
25-Aug-15,24-Aug-16,22762,Deerfield Beach,Florida,25,"$19,690","$18,332","1,659",0
25-Aug-15,24-Aug-16,42117,na,na,75,"$42,960","$62,849","5,813",1
25-Aug-15,24-Aug-16,42114,na,na,15,"$10,740","$14,023","1,241",1
24-Aug-15,23-Aug-16,42115,Mount Laurel,New Jersey,15,"$10,740","$7,300",764,1
24-Aug-15,23-Aug-16,41310,na,na,50,"$26,850","$26,574","2,043",1
24-Aug-15,23-Aug-16,21699,Slidell,Louisiana,25,"$23,270","$19,820","1,352",1
24-Aug-15,23-Aug-16,41831,Atlanta,Georgia,15,"$10,740","$13,658","1,418",0
24-Aug-15,23-Aug-16,41957,Atlanta,Georgia,15,"$11,635","$14,840","1,511",0
24-Aug-15,23-Aug-16,42038,Kingston,Ontario,15,"$10,740","$21,615","1,230",1
21-Aug-15,20-Aug-16,345,Marietta,Georgia,50,"$26,850","$13,516",947,0
21-Aug-15,20-Aug-16,33273,na,na,50,"$30,430","$29,296","2,353",1
21-Aug-15,20-Aug-16,41747,Debrecen,Hajdú-Bihar,15,"$12,530","$11,718",782,1
21-Aug-15,20-Aug-16,41832,Lodi,California,25,"$16,110","$20,032","2,063",1
21-Aug-15,20-Aug-16,41749,na,na,25,"$17,900","$28,732","1,562",0
21-Aug-15,20-Aug-16,41746,Tyler,Texas,25,"$19,690","$29,235","1,622",1
20-Aug-15,19-Aug-16,13564,McLean,Virginia,25,"$17,184",$978,78,0
20-Aug-15,19-Aug-16,41738,na,na,15,"$10,740","$2,685",169,0
20-Aug-15,19-Aug-16,2977,New York,New York State,25,"$23,198","$10,126",664,0
20-Aug-15,19-Dec-15,41748,na,na,125,"$27,745","$19,589","1,084",0
20-Aug-15,21-Nov-15,41694,Long Beach,California,15,"$11,635","$1,817",165,0
20-Aug-15,19-Aug-16,22591,Los Angeles,California,25,"$16,110","$13,718","1,470",1
20-Aug-15,19-Aug-16,41695,Saint Louis,Missouri,35,"$21,480","$20,610","1,583",1
20-Aug-15,19-Aug-16,41704,na,na,15,"$10,740","$10,358",752,0
20-Aug-15,19-Aug-16,3134,Alexandria,Virginia,50,"$28,640","$36,294","2,589",1
19-Aug-15,18-Aug-16,41703,Saint Charles,Missouri,25,"$17,005","$5,825",480,0
19-Aug-15,18-Aug-16,41580,na,na,50,"$26,850","$15,757","1,646",1
19-Aug-15,18-Aug-16,41566,Monterrey,Sonora,15,"$12,530","$6,321",373,1
19-Aug-15,18-Feb-16,41633,New Hyde Park,New York State,50,"$16,110","$14,486","1,249",1
19-Aug-15,18-Aug-16,22903,Rocky Hill,Connecticut,75,"$46,719","$45,432","2,663",1
19-Aug-15,25-Dec-15,41611,San Jose,California,100,"$18,795","$22,084","1,222",1
19-Aug-15,18-Aug-16,41579,Toronto,Ontario,25,"$16,110","$16,460","1,239",1
19-Aug-15,18-Aug-16,19035,Casselberry,Florida,25,"$17,005","$18,521","1,430",1
19-Aug-15,18-Aug-16,21711,na,na,25,"$16,155","$19,779","1,217",0
19-Aug-15,18-Aug-16,881,Mount Prospect,Illinois,15,"$12,530","$13,775",941,1
19-Aug-15,18-Aug-16,41603,San Antonio,Texas,15,"$10,740","$14,524","1,252",1
19-Aug-15,18-Aug-16,21769,na,na,25,"$20,138","$39,025","1,901",1
18-Aug-15,17-Aug-16,41447,Berkeley,California,25,"$13,425","$5,741",289,1
18-Aug-15,17-Aug-16,41604,Van Nuys,California,15,"$10,740","$4,313",304,1
18-Aug-15,17-Aug-16,41608,Hanover,Ontario,50,"$26,850","$21,401","2,197",1
18-Aug-15,17-Aug-16,41578,na,na,100,"$53,700","$47,886","4,167",1
18-Aug-15,17-Aug-16,41563,Surprise,Arizona,15,"$13,425","$13,362",674,1
18-Aug-15,9-Oct-15,41575,Georgetown,Texas,15,"$13,532","$8,408",649,0
17-Aug-15,16-Aug-16,41521,na,na,25,"$16,110","$6,138",389,1
17-Aug-15,16-Aug-16,41574,Oakland,California,15,"$10,740","$3,989",250,0
17-Aug-15,16-Aug-16,41498,Washington,District of Columbia,50,"$28,640","$18,721","2,718",1
17-Aug-15,16-Aug-16,41565,Ann Arbor,Michigan,15,"$12,530","$10,011",937,1
17-Aug-15,16-Aug-16,37344,New York,New York State,20,"$13,425","$16,540","1,479",1
17-Aug-15,16-Aug-16,41555,na,na,15,"$12,530","$13,830",729,1
16-Aug-15,15-Aug-16,2960,na,na,75,"$40,275","$51,970","3,970",1
15-Aug-15,14-Aug-16,22322,na,na,25,"$21,480","$4,931",261,0
15-Aug-15,14-Aug-16,3061,na,na,50,"$26,850","$17,571","1,871",1
15-Aug-15,14-Aug-16,22319,Shelbyville,Kentucky,20,"$17,005","$14,063",906,1
15-Aug-15,14-Aug-16,150,Los Angeles,California,50,"$44,750","$35,681","2,880",1
15-Aug-15,14-Aug-16,7467,Archdale,North Carolina,35,"$28,640","$31,461","2,650",1
14-Aug-15,13-Aug-16,41287,na,na,50,"$26,850","$17,690","1,361",1
14-Aug-15,13-Aug-16,41339,na,na,100,"$53,700","$58,542","4,452",1
14-Aug-15,13-Aug-16,41322,na,na,15,"$12,083","$8,857",692,1
14-Aug-15,13-Aug-16,7690,Rosemary Beach,Florida,15,"$17,900","$9,177",912,0
14-Aug-15,13-Aug-16,41316,Atlanta,Georgia,15,"$10,740","$9,587",914,0
14-Aug-15,13-Aug-16,41551,San Jose,California,15,"$12,530","$9,567",620,0
14-Aug-15,13-Aug-16,41312,na,na,50,"$26,850","$39,954","3,130",0
14-Aug-15,13-Aug-16,41344,Rocklin,California,25,"$21,480","$18,616","1,677",1
14-Aug-15,13-Aug-16,41314,West Palm Beach,Florida,15,"$10,740","$12,952","1,092",0
14-Aug-15,13-Aug-16,40031,Aliso Viejo,California,15,"$14,320","$15,865",838,0
14-Aug-15,13-Aug-16,41296,Vancouver,British Columbia,15,"$15,215","$17,407","1,216",1
14-Aug-15,13-Aug-16,5213,na,na,25,"$25,060","$35,171","2,222",0
13-Aug-15,12-Aug-16,41164,Cambridge,Massachusetts,15,"$16,110","$12,152","1,117",0
13-Aug-15,12-Aug-16,41066,Vancouver,British Columbia,20,"$13,425","$16,091","1,276",1
13-Aug-15,12-Aug-16,41069,Atlanta,Georgia,15,"$10,740","$13,449","1,059",0
13-Aug-15,12-Aug-16,41077,na,na,15,"$12,530","$20,606","1,397",1
12-Aug-15,11-Aug-16,21460,Warren,Michigan,25,"$17,005",$218,13,0
12-Aug-15,11-Aug-16,40955,Great Falls,Montana,25,"$18,258","$11,284",934,1
12-Aug-15,11-Aug-16,21576,na,na,25,"$24,165","$13,745","1,047",0
12-Aug-15,11-Aug-16,7262,Bethesda,Maryland,25,"$20,585","$15,466","1,088",1
12-Aug-15,11-Aug-16,40949,na,na,15,"$13,425","$10,748",943,1
12-Aug-15,11-Aug-16,40951,Atlanta,Georgia,15,"$12,530","$17,533",599,1
12-Aug-15,11-Jan-16,21057,Framingham,Massachusetts,25,"$8,950","$16,356",856,1
11-Aug-15,10-Aug-16,21707,na,na,20,"$14,768","$2,999",199,0
11-Aug-15,11-Aug-16,40806,New York,New York State,25,"$16,110","$13,120","1,271",1
11-Aug-15,10-Aug-16,40841,Reston,Virginia,15,"$10,740","$8,637",849,0
11-Aug-15,10-Sep-16,989,na,na,35,"$21,480","$24,796","2,261",1
11-Aug-15,10-Aug-16,21613,na,na,50,"$30,878","$35,040","3,015",1
11-Aug-15,10-Aug-16,21461,Norcross,Georgia,35,"$22,375","$37,422","2,616",1
10-Aug-15,9-Aug-16,40726,na,na,50,"$35,800","$21,621","1,959",1
10-Aug-15,9-Aug-16,40786,Paola,Kansas,15,"$10,740","$8,974",745,1
10-Aug-15,9-Aug-16,40703,na,na,15,"$10,740","$9,247","1,269",1
10-Aug-15,9-Aug-16,40788,na,na,20,"$13,425","$13,834","1,060",1
8-Aug-15,7-Aug-16,19524,na,na,25,"$17,005","$10,793",818,1
8-Aug-15,7-Aug-16,5454,Richmond,Virginia,25,"$21,838","$13,429",807,1
7-Aug-15,6-Aug-16,40687,New Haven,Connecticut,20,"$13,425","$11,083",872,1
7-Aug-15,6-Aug-16,21451,Bethlehem,Pennsylvania,50,"$30,430","$30,543","3,291",0
7-Aug-15,6-Aug-16,40579,Placentia,California,20,"$13,425","$12,675","1,224",1
7-Aug-15,6-Aug-16,40694,San Francisco,California,50,"$28,193","$40,784","2,769",1
7-Aug-15,6-Aug-16,40578,na,na,25,"$16,110","$20,875","1,956",0
7-Aug-15,6-Aug-16,40693,Buffalo,New York State,35,"$21,480","$32,222","2,245",1
6-Aug-15,5-Aug-16,40548,Fort Collins,Colorado,15,"$11,188","$10,421",810,1
6-Aug-15,5-Aug-16,21615,Vancouver,British Columbia,15,"$16,110","$14,953",947,1
6-Aug-15,5-Aug-16,40459,Rochester,New York State,15,"$10,740","$16,296",921,1
6-Aug-15,7-Aug-16,15605,The Woodlands,Texas,25,"$16,110","$28,387","1,925",1
6-Aug-15,5-Aug-16,40440,na,na,15,"$12,530","$25,114","1,284",1
5-Aug-15,4-Nov-15,40430,na,na,75,"$13,425",$723,58,0
5-Aug-15,4-Aug-16,40431,Katy,Texas,20,"$16,110","$13,662","1,276",0
5-Aug-15,4-Aug-16,40436,Phoenix,Arizona,35,"$21,480","$31,898","2,381",1
5-Aug-15,4-Aug-16,40575,na,na,35,"$26,850","$32,899","2,271",0
4-Aug-15,3-Aug-16,40265,Flushing,New York State,15,"$12,530","$5,321",468,0
4-Aug-15,3-Aug-16,19813,Westport,Connecticut,25,"$17,900","$10,944",788,1
4-Aug-15,3-Aug-16,40424,na,na,20,"$13,425","$8,946",560,0
4-Aug-15,3-Aug-16,40280,na,na,75,"$48,330","$38,062","4,468",1
4-Aug-15,3-Aug-16,40273,Winnipeg,Manitoba,15,"$12,888","$9,626",823,1
4-Aug-15,3-Aug-16,40278,Beverly Hills,California,15,"$12,530","$12,588","1,174",0
4-Aug-15,3-Aug-16,20816,na,na,25,"$17,542","$21,248","1,294",1
4-Aug-15,3-Aug-16,40251,Lewisville,Texas,15,"$12,530","$16,719","1,550",1
4-Aug-15,3-Aug-16,40274,New York,New York State,15,"$14,320","$19,574","1,251",1
3-Aug-15,2-Aug-16,40176,Mississauga,Ontario,20,"$14,320","$6,189",542,1
3-Aug-15,2-Aug-16,40182,Fairfield,New Jersey,15,"$10,740","$6,359",429,1
3-Aug-15,2-Aug-16,40248,na,na,15,"$12,888","$14,453",991,1
1-Aug-15,31-Jan-16,38364,New Orleans,Louisiana,50,"$13,425","$8,086",394,1
1-Aug-15,29-Feb-16,4588,Kolkata,West Bengal,50,"$15,036","$11,970",783,0
1-Aug-15,30-Jul-16,7024,Saint Augustine,Florida,25,"$19,780","$10,495",733,1
1-Aug-15,31-Jul-16,7140,Brighton,England,50,"$26,850","$22,224","2,801",1
1-Aug-15,31-Jul-16,17845,Puyallup,Washington State,75,"$40,275","$35,954","2,540",1
1-Aug-15,31-Jul-16,20395,na,na,50,"$28,640","$26,362","3,195",1
1-Aug-15,31-Jul-16,7308,Georgetown,Texas,50,"$34,905","$29,032","1,986",1
1-Aug-15,30-Jul-16,11283,na,na,25,"$16,110","$18,527","1,437",1
1-Aug-15,31-Jul-16,19618,na,na,50,"$26,850","$41,387","3,193",1
1-Aug-15,30-Jul-16,20959,New Orleans,Louisiana,25,"$33,563","$28,093","2,204",1
1-Aug-15,31-Jul-16,7306,South Melbourne,Victoria,50,"$44,750","$59,413","4,765",1
31-Jul-15,30-Jul-16,40122,na,na,75,"$40,275","$20,066","2,619",1
31-Jul-15,30-Jul-16,40098,New York,New York State,75,"$40,275","$22,551","3,100",1
31-Jul-15,30-Dec-15,40100,na,na,75,"$22,375","$11,582","1,079",1
31-Jul-15,6-Feb-17,40119,na,na,35,"$42,960","$20,250","2,410",0
31-Jul-15,30-Aug-16,40102,Winona,Minnesota,75,"$40,275","$46,467","3,563",0
31-Jul-15,30-Jul-16,40123,Long Island City,New York State,20,"$13,425","$11,503","1,211",0
